#ST-Typ;Wert;Beschreibung
ST_Sparte;209;übrige und nicht aufgegliederte Kredit- und Kautionsversicherung
ST_Sparte;230;Betriebsunterbrechungs-Versicherung
ST_Sparte;240;Beistandsleistungsversicherung
ST_Sparte;241;Schutzbriefversicherung
ST_Sparte;242;Sportboot-Serviceversicherung
ST_Sparte;243;Flugrückholkostenversicherung
ST_Sparte;244;Schutzbriefversicherung unter Einschluss der sog. Mallorca-Police
ST_Sparte;249;übrige und nicht aufgegliederte Beistandsleistungsversicherung
ST_Sparte;250;Luft- und Raumfahrzeug-Haftpflichtversicherung
ST_Sparte;251;Luftfahrt- Haftpflichtversicherung (einschließlich der Luftfrachtführer-Haftpflichtversicherung)
ST_Sparte;252;Raumfahrzeug-Haftpflichtversicherung
ST_Sparte;291;sonstige Sachschadenversicherung
ST_Sparte;296;Vertrauensschadenversicherung
ST_Sparte;300;Schaden- und Unfallversicherung insgesamt
ST_Sparte;560;Kapitalanlagen
ST_Sparte;570;Baufinanzierungen
ST_Sparte;684;Tierkrankenversicherung
ST_Sparte;590;Konsumentenkredit
ST_Staerkegrad;01;leicht
ST_Staerkegrad;02;mittel
ST_Staerkegrad;03;schwer
ST_Status;OK;Die Verarbeitung konnte fehlerfrei abgeschlossen werden.
ST_Status;NOK;Die Verarbeitung konnte aufgrund eines Fehlers nicht abgeschlossen werden.
ST_Steuerart;1;Versicherungsteuer
ST_Steuerart;2;Feuersteuer
ST_Steuerart;3;Umsatzsteuer
ST_Steuerbefreiungsart;01;Nichtveranlagungsbescheinigung NV-Art 01A
ST_Steuerbefreiungsart;02;Nichtveranlagungsbescheinigung NV-Art 02A
ST_Steuerbefreiungsart;03;Nichtveranlagungsbescheinigung NV-Art 03A
ST_Steuerbefreiungsart;04;Freistellungsauftrag
ST_SteuerlicheFoerderung;0;irrelevant
ST_SteuerlicheFoerderung;1;pauschal besteuerte Direktversicherung nach §40b EStG
ST_SteuerlicheFoerderung;2;Beiträge steuerfrei nach §3 Ziff.63 EStG
ST_SteuerlicheFoerderung;3;zulagengeförderte Direktversicherung nach §10a EStG
ST_SteuerlicheFoerderung;4;Beiträge steuerfrei nach §3 Ziff.66 EstG
ST_SteuerlicheFoerderung;5;keine
ST_SteuerlicheFoerderung;6;Zulagegeförderte Privatversicherung nach §10 a EStG
ST_SteuerlicheFoerderung;7;Basis-/Rürup-Rente nach § 10 Abs. 1 Nr. 2 Buchstabe b EStG
ST_Stichtagswert;01;Beitragsfreie Erlebensfallleistung
ST_Stichtagswert;02;Beitragsfreie Rente
ST_Stichtagswert;03;Beitragsfreie Todesfallleistung
ST_Stichtagswert;04;Entnahmemöglichkeit
ST_Stichtagswert;05;Garantierte Erlebensfallleistung
ST_Stichtagswert;06;Garantierte Rente
ST_Stichtagswert;07;Garantierte Todesfallleistung
ST_Stichtagswert;08;Gesamte Erlebensfallleistung
ST_Stichtagswert;09;Gesamter Beleihungswert
ST_Stichtagswert;10;Gesamte Rente
ST_Stichtagswert;11;Gesamte Todesfallleistung
ST_Stichtagswert;12;Letzte erhaltene Zulage
ST_Stichtagswert;13;Letzte Sonderzuzahlung
ST_Stichtagswert;14;Rückkaufswert
ST_Stichtagswert;15;Summe erhaltene Zulagen
ST_Stichtagswert;16;Summe gezahlter Beiträge
ST_Stichtagswert;17;Summe der Sonderzuzahlungen
ST_Stichtagswert;18;Ueberschussguthaben
ST_Stichtagswert;19;Verfuegbarer Beleihungswert
ST_Stichtagswert;20;Vertragswert
ST_Stichtagswert;21;Rückgewährsumme
ST_Stichtagswert;22;Ablaufleistung
ST_Stichtagswert;23;Kapitalertragssteuer
ST_Stichtagswert;24;Solidaritätszuschlag
ST_Szenario;1;Szenario 1
ST_Szenario;2;Szenario 2
ST_Szenario;3;Szenario 3
ST_Szenario;4;Szenario 4
ST_Szenario;5;Szenario 5
ST_Teilungsabkommen;0;kein Teilungsabkommen
ST_Teilungsabkommen;1;Teilungsabkommen nicht vertragsbelastend
ST_Teilungsabkommen;2;Teilungsabkommen vertragsbelastend
ST_Tierart;001;Hund
ST_Tierart;002;Pferd
ST_Tierart;003;Pony
ST_Tierart;004;Esel
ST_Tierart;005;Maultier
ST_Tierart;006;Maulesel
ST_Tierart;007;Frettchen
ST_Tierart;008;Vogel
ST_TierGeschlecht;1;männlich
ST_TierGeschlecht;2;weiblich
ST_TierGeschlecht;3;männlich kastriert
ST_TierGeschlecht;4;weiblich kastriert
ST_TierNutzungsart;01;Fohlen
ST_TierNutzungsart;02;Gnadenbrotpferd
ST_TierNutzungsart;03;Zuchttier
ST_TierNutzungsart;04;Turnierpferd
ST_TierNutzungsart;05;Dienstpferd
ST_TierNutzungsart;06;Zugpferd
ST_TierNutzungsart;07;Jagdhund mit Hundeprüfung
ST_TierNutzungsart;08;Blindenhund
ST_TierNutzungsart;09;Wachhund
ST_TierNutzungsart;10;Beizvogel
ST_Tiersteuer;Hundesteuer;Tier ist hundesteuerpflichtig.
ST_Tiersteuer;KeineSteuerpflicht;Tier ist nicht steuerpflichtig.
ST_TransportierteGueter;Eigene;Eigene Güter
ST_TransportierteGueter;Fremde;Fremde Güter
ST_TransportmittelSchluessel;01;Gewerbl. LKW-Verkehr, nicht WVK
ST_TransportmittelSchluessel;02;Bahn
ST_TransportmittelSchluessel;03;Combined Transport, kein Spediteursammelgut. Transport des Transportgutes in einem Container (oder anderer verschlossener Transporteinheit) vom Sender zum Empfänger, ohne dass der Container auf der Reise ausgepackt wird. Dadurch wird die Gefahr für das Transportgut reduziert. Hinweis: In der GDV-Anlage 57 werden die Schlüssel 03 Combined Transport und 90 multimodal fachlich synonym verwendet werden.
ST_TransportmittelSchluessel;04;Messe, Ausstellung
ST_TransportmittelSchluessel;05;Flussschiff, Lagerschiff, Leichter
ST_TransportmittelSchluessel;06;PKW, private Verkehrsmittel
ST_TransportmittelSchluessel;07;Kran und alle Hebevorgänge
ST_TransportmittelSchluessel;08;Flugzeuge
ST_TransportmittelSchluessel;09;Magazin, fremdes Lager
ST_TransportmittelSchluessel;10;Post
ST_TransportmittelSchluessel;11;Seeschiff, auch Kümo
ST_TransportmittelSchluessel;12;Träger, Bote, Mensch
ST_TransportmittelSchluessel;90;"multimodal" (verschiedenartige Transportmittel). Multimodal bedeutet, dass mehrere Transportmittel und ein Umladen bei einem Transport vorkommen, also z.B. LKW zum Hafen, dann Umladen des Transportgutes in einen Container und Weitertransport auf einem Schiff, und am Zielhafen Ausladen aus dem Container und wieder mit dem LKW zum Empfänger. Hinweis: Nicht in GDV-Anlage 57 enthalten, dort werden die Schlüssel 03 Combined Transport und 90 multimodal fachlich synonym verwendet werden.
ST_TransportmittelSchluessel;99;Sonstige
ST_TuerschlossArt;01;Bartschloss
ST_TuerschlossArt;02;Zylinder, nicht bündig
ST_TuerschlossArt;03;Zylinder, bündig
ST_TuerschlossArt;04;Sicherheitsschloss
ST_TuerschlossArt;05;Kastenschloss mit Sperrbügel
ST_TuerschlossArt;06;Querriegelschloss
ST_TuerschlossArt;07;Fingerprintschloss
ST_TuerschlossArt;08;Kartenleserschloss
ST_TuerschlossArt;09;Hakenschwenkriegelschloss
ST_TuerschlossArt;99;Sonstiges
ST_TypDerBankverbindung;01;Praemienzahlungskonto
ST_TypDerBankverbindung;02;Auszahlungskonto (Schaden, Leistung)
ST_TypDerBankverbindung;03;ohne Spezifikation
ST_Unfallursache;01;Sportunfall
ST_Unfallursache;02;Verkehrsunfall
ST_Unfallursache;03;Fall/Sturz infolge Glatteis
ST_Unfallursache;04;Fall/Sturz wegen sonstiger Ursachen
ST_Unfallursache;05;Elektrischer Strom
ST_Unfallursache;06;Brand
ST_Unfallursache;07;Explosion
ST_Unfallursache;08;Dämpfe, Flüssigkeiten, Gase
ST_Unfallursache;09;Naturereignis: Blitzschlag
ST_Unfallursache;10;Naturereignis: Erdbeben
ST_Unfallursache;11;Naturereignis: Flutkatastrophe
ST_Unfallursache;12;Unfälle durch Tiere
ST_Unfallursache;13;Feuer-/Schusswaffen
ST_Unfallursache;14;Maschinen
ST_Unfallursache;15;Werkzeug: schneidende Werkzeuge
ST_Unfallursache;16;Werkzeug: stechende Werkzeuge
ST_Unfallursache;17;sonstige Werkzeuge
ST_Unfallursache;18;Kraftanstrengung
ST_Unfallursache;19;Stoß an Gegenständen
ST_Unfallursache;20;Röntgenstrahlen im Rahmen der Röntgenklausel
ST_Unfallursache;21;Infektionen im Rahmen der Infektionsklausel
ST_Unfallursache;22;Strahlung von außen durch Geräte
ST_Unfallursache;23;Strahlung von außen durch Stoffe
ST_Unfallursache;24;Inkorporation strahlender Stoffe
ST_Unfallursache;99;sonstige Unfallursachen
ST_Unterkellerung;voll;
ST_Unterkellerung;keine;
ST_Unterkellerung;teilweise;
ST_Unternehmensnummernart;AGIK;Identifikation gem. der Nummer der Arbeitsgemeinschaft Institutionskennzeichen
ST_Unternehmensnummernart;BaFin;Identifikation gem. der Nummer der Bundesanstalt für Finanzdienstleistungsaufsicht
ST_Unternehmensnummernart;AnbNr;Riesteranbieternummer der ZfA
ST_Unternehmensnummernart;IHK;IHK-Nummer des Vermittlers bzw. Assekuradeurs.
ST_Unterschriftsverfahren;00;Keine Unterschrift; Abgabe der Willenserklärung erfolgt z. B. mündlich
ST_Unterschriftsverfahren;01;Elektronische Unterzeichnung eines Dokumentes mittels fortgeschrittener elektronischer Signatur z. B. ePen oder DigiPad
ST_Unterschriftsverfahren;02;Elektronische Unterzeichnung eines Dokumentes mittels qualifizierter elektronischer Signatur z. B. nPA
ST_Unterschriftsverfahren;03;Handschriftliche Unterzeichnung auf ausgedrucktem Papier
ST_VbArt;1;VB gilt fuer einmalige Zulassung
ST_VbArt;2;VB ist eine Dauer-VB
ST_VbAusgegebenDurch;VM;Vermittler
ST_VbAusgegebenDurch;VU;Versicherer
ST_Verbleib;01;Vorfahrzeug ist abgemeldet und verkauft
ST_Verbleib;02;Vorfahrzeug wird abgemeldet und verkauft
ST_Verbleib;03;Vorfahrzeug wird Zweitfahrzeug
ST_Vereinbarung;01;Nominal (feste, nicht gestaffelte Vereinbarung)
ST_Vereinbarung;02;Staffel (nach bestimmten Kriterien gestaffelte Vereinbarung)
ST_VereinbarungKategorieID;Bonus;
ST_VereinbarungKategorieID;Gebuehr;
ST_VereinbarungKategorieID;Zins;
ST_Vereinbarungsbedingung;01;Bestand
ST_Vereinbarungsbedingung;02;Zuzahlung
ST_Verfahrensstadium;01;Erstberatung
ST_Verfahrensstadium;02;Beratung
ST_Verfahrensstadium;03;Vorverfahren
ST_Verfahrensstadium;04;Vorermittlungen
ST_Verfahrensstadium;05;Widerspruchsverfahren
ST_Verfahrensstadium;06;Vorverfahren inkl. 1. Instanz
ST_Verfahrensstadium;07;Außergerichtliche Interessenvertretung
ST_Verfahrensstadium;08;Förmliches Verfahren
ST_Verfahrensstadium;09;Beweisverfahren
ST_Verfahrensstadium;10;1. Instanz
ST_Verfahrensstadium;11;2. Instanz
ST_Verfahrensstadium;12;3. Instanz
ST_Verfahrensstadium;13;Zwangsvollstreckung
ST_Verfahrensstadium;14;Gnadenverfahren/Strafvollstreckungsverfahren
ST_Verfahrensstadium;15;Deckungsklage
ST_Verfahrensstadium;16;Einstweilige Verfügung
ST_Verfahrensstadium;17;Arrest
ST_Vermittlerart;01;Angestellter im Innendienst des Produktgebers
ST_Vermittlerart;02;Generalagent
ST_Vermittlerart;03;Hauptagent
ST_Vermittlerart;04;Makler
ST_Vermittlerart;05;Mehrfachagent
ST_Vermittlerart;06;Vertriebsorganisation
ST_Vermittlerart;07;Agentur
ST_Vermittlerart;08;Assekuradeur
ST_Vermittlerart;09;Vermittelndes Unternehmen, das ein Produkt an einen anderen Risikoträger weitergibt.
ST_Vermittlerart;99;Sonstiger Vermittler
ST_Vermittlerrolle;01;Hauptvermittler
ST_Vermittlerrolle;02;Untervermittler
ST_Vermittlerrolle;03;Uebermittelnder Vermittler
ST_Vermittlerrolle;10;Filialnummer
ST_Vermittlertyp;01;Abschlussvermittler
ST_Vermittlertyp;02;Betreuungsvermittler
ST_Versandart;001;Brief
ST_Versandart;002;Telefax
ST_Versandart;003;E-Mail
ST_Versandart;004;SMS
ST_Versandart;010;Download
ST_Versandart;011;Datensatz
ST_Versandart;999;kein Versand (Dokument im Response erwartet bzw. geliefert)
ST_Versichertenkreis;Single;Versichert ist eine Einzelperson
ST_Versichertenkreis;Familie;Versichert ist eine Familie
ST_Versicherungsbestaetigung;01;Sicherungsschein
ST_Versicherungsbestaetigung;02;Deckungsbestätigung
ST_Versicherungsbestaetigung;03;Versicherungsbestätigung für Leasinggesellschaften
ST_Versicherungsbestaetigung;04;Pflichtversicherungsbestätigung
ST_Versicherungsbestaetigung;05;Sicherungsbestätigung
ST_Versicherungsbestaetigung;06;Grundstücksbelastung
ST_Versicherungsbestaetigung;07;Hypothekengläubigersicherungsschein
ST_Versicherungsbestaetigung;08;Zertifikat
ST_Versicherungsbestaetigung;99;Sonstige Bestätigung
ST_Versicherungsteuerabfuehrung;1;Versicherungsunternehmen
ST_Versicherungsteuerabfuehrung;2;Vermittler
ST_Versicherungsteuerabfuehrung;3;Versicherungsnehmer
ST_Vertragsart;01;Kaufvertrag
ST_Vertragsart;02;Werkvertrag
ST_Vertragsart;03;Dienstvertrag
ST_Vertragsart;04;Arbeitsvertrag
ST_Vertragsart;05;Mietvertrag
ST_Vertragsart;06;Pachtvertrag
ST_Vertragsart;07;Leasingvertrag
ST_Vertragsart;99;Sonstiger Vertrag
ST_Vertragsentstehung;1;Neuantrag
ST_Vertragsentstehung;2;Zuwachsgarantie
ST_Vertragsentstehung;3;Abtrennung Gruppenversicherung
ST_Vertragsentstehung;4;Umtausch Risiko
ST_Vertragsentstehung;5;Übernahme von anderer Gesellschaft
ST_Vertragsentstehung;6;Nachträglicher Einschluss
ST_Vertragsentstehung;7;Änderungen bzw. Anpassungen des alten Vertrags führen zu einem neuen Vertrag (gehört zur neuen Ausprägung 43 von ST_Abgangsgrund)
ST_Vertragsform;0;Einzel
ST_Vertragsform;1;Firmengruppen
ST_Vertragsform;2;Vereinsgruppen
ST_Vertragsform;3;Verbandsgruppen
ST_Vertragsform;4;Sammelversicherung
ST_Vertragsform;5;Rahmenvertrag / Generalvertrag / Maklervertrag
ST_Vertragsform;9;Sonstiges
ST_Vertragsstatus;1;lebend
ST_Vertragsstatus;2;lebend / kurzfristig / unterjährig
ST_Vertragsstatus;3;ruhend / Anwartschaft
ST_Vertragsstatus;4;storniert
ST_Vertragsstatus;5;ruhend / beitragsfrei
ST_Vertragsstatus;6;beitragsfrei
ST_Vertragsstatus;7;"beitragsfrei durch Leistung": Vertrag/Vertragsbestandteil ist durch einen eingetretenen Leistungsfall beitragsfrei.
ST_Vertragsstatus;8;Beitragsstundung
ST_Vertragsstatus;9;Sonstiges
ST_Vertragsstatus;A;"in Leistung": Vertrag/Vertragsbestandteil befindet final sich in der Leistungsphase, z.B. Rentenphase.
ST_Vertragsstatus;B;in Abrufphase
ST_Vertraulich;01;Aufgrund einer Vereinbarung zwischen Consumer und Provider besonders schützenswert.
ST_Vertraulich;02;Aufgrund einer Vereinbarung zwischen Consumer und Provider nicht besonders schützenswert.
ST_VorfahrzeugVersichertFuer;Antragsteller;
ST_VorfahrzeugVersichertFuer;Ehegatte;
ST_VorfahrzeugVersichertFuer;Eltern;
ST_VorfahrzeugVersichertFuer;Sonstiger;
ST_VorlaeufigeDeckung;01;durch VM erteilt
ST_VorlaeufigeDeckung;02;bei VU angefordert
ST_VorlaeufigeDeckung;03;durch VU ohne Aenderung erteilt
ST_VorlaeufigeDeckung;04;durch VU mit Aenderung erteilt
ST_VorlaeufigeDeckung;05;durch VU abgelehnt
ST_VorsorgeFoerderungsart;Keine;
ST_VorsorgeFoerderungsart;BasisRente;
ST_VorsorgeFoerderungsart;PauschalversteuerteBAV;
ST_VorsorgeFoerderungsart;Riester;
ST_VorsorgeFoerderungsart;SteuerfreieBAV;
ST_Waehrungsschluessel;ADF;Andorran Franc
ST_Waehrungsschluessel;ADP;Andorran Peseta
ST_Waehrungsschluessel;AED;Utd. Arab Emir. Dirham
ST_Waehrungsschluessel;AFA;Afghanistan Afghani
ST_Waehrungsschluessel;ALL;Albanischer Lek
ST_Waehrungsschluessel;ANG;NL Antillian Guilder
ST_Waehrungsschluessel;AON;Angolanischer New Kwanza
ST_Waehrungsschluessel;ARS;Argentinischer Peso
ST_Waehrungsschluessel;ATS;Oesterreichischer Schilling
ST_Waehrungsschluessel;AUD;Australischer Dollar
ST_Waehrungsschluessel;AWG;Aruban Florin
ST_Waehrungsschluessel;BBD;Barbados Dollar
ST_Waehrungsschluessel;BDT;Bangladeshi Taka
ST_Waehrungsschluessel;BEF;Belgischer Franc
ST_Waehrungsschluessel;BGL;Bulgarischer Lev
ST_Waehrungsschluessel;BHD;Bahraini Dinar
ST_Waehrungsschluessel;BIF;Burundi Franc
ST_Waehrungsschluessel;BMD;Bermudian Dollar
ST_Waehrungsschluessel;BND;Brunei Dollar
ST_Waehrungsschluessel;BOB;Bolivianischer Boliviano
ST_Waehrungsschluessel;BRL;Brasilianischer Real
ST_Waehrungsschluessel;BSD;Bahamian Dollar
ST_Waehrungsschluessel;BTN;Bhutan Ngultrum
ST_Waehrungsschluessel;BWP;Botswana Pula
ST_Waehrungsschluessel;BZD;Belize Dollar
ST_Waehrungsschluessel;CAD;Kanadischer Dollar
ST_Waehrungsschluessel;CHF;Schweizer Franken
ST_Waehrungsschluessel;CLP;Chilean Peso
ST_Waehrungsschluessel;CNY;Chinese Yuan Renminbi
ST_Waehrungsschluessel;COP;Colombian Peso
ST_Waehrungsschluessel;CRC;Costa Rican Colon
ST_Waehrungsschluessel;CSK;Tchchischer Koruna
ST_Waehrungsschluessel;CUP;Kubanischer Peso
ST_Waehrungsschluessel;CVE;Cape Verde Escudo
ST_Waehrungsschluessel;CYP;Zyprisches Pfund
ST_Waehrungsschluessel;DEM;Deutsche Mark
ST_Waehrungsschluessel;DJF;Djibouti Franc
ST_Waehrungsschluessel;DKK;Daenische Krone
ST_Waehrungsschluessel;DOP;Dominican Peso
ST_Waehrungsschluessel;DZD;Algerian Dinar
ST_Waehrungsschluessel;ECS;Ecuador Sucre
ST_Waehrungsschluessel;EEK;Estonian Kroon
ST_Waehrungsschluessel;EGP;Egyptian Pound
ST_Waehrungsschluessel;ESP;Spanische Peseta
ST_Waehrungsschluessel;ETB;Ethiopian Birr
ST_Waehrungsschluessel;EUR;Euro
ST_Waehrungsschluessel;FIM;Finnish Markka
ST_Waehrungsschluessel;FJD;Fiji Dollar
ST_Waehrungsschluessel;FKP;Falkland Islands Pound
ST_Waehrungsschluessel;FRF;Franzoesische Franc
ST_Waehrungsschluessel;GBP;Britisches Pfund
ST_Waehrungsschluessel;GHC;Ghanaian Cedi
ST_Waehrungsschluessel;GIP;Gibraltar Pound
ST_Waehrungsschluessel;GMD;Gambian Dalasi
ST_Waehrungsschluessel;GNF;Guinea Franc
ST_Waehrungsschluessel;GRD;Griechische Drachmen
ST_Waehrungsschluessel;GTQ;Guatemalan Quetzal
ST_Waehrungsschluessel;GYD;Guyanan Dollar
ST_Waehrungsschluessel;HKD;Hong Kong Dollar
ST_Waehrungsschluessel;HNL;Honduran Lempira
ST_Waehrungsschluessel;HRK;Kroatische Kuna
ST_Waehrungsschluessel;HTG;Haitian Gourde
ST_Waehrungsschluessel;HUF;Ungarischer Forint
ST_Waehrungsschluessel;IDR;Indonesian Rupiah
ST_Waehrungsschluessel;IEP;Irisches Punt
ST_Waehrungsschluessel;ILS;Israelisches Neuer Shekel
ST_Waehrungsschluessel;INR;Indian Rupee
ST_Waehrungsschluessel;IQD;Irakischer Dinar
ST_Waehrungsschluessel;IRR;Iranischer Rial
ST_Waehrungsschluessel;ISK;Iceland Krona
ST_Waehrungsschluessel;ITL;Italienische Lira
ST_Waehrungsschluessel;JMD;Jamaican Dollar
ST_Waehrungsschluessel;JOD;Jordanian Dinar
ST_Waehrungsschluessel;JPY;Japanischer Yen
ST_Waehrungsschluessel;KES;Kenyan Shilling
ST_Waehrungsschluessel;KHR;Cambodian Riel
ST_Waehrungsschluessel;KMF;Comoros Franc
ST_Waehrungsschluessel;KPW;Nord- Koreanischer Won
ST_Waehrungsschluessel;KRW;Koreanischer Won
ST_Waehrungsschluessel;KWD;Kuwaiischeri Dinar
ST_Waehrungsschluessel;KYD;Cayman Islands Dollar
ST_Waehrungsschluessel;KZT;Kazakhstan Tenge
ST_Waehrungsschluessel;LAK;Lao Kip
ST_Waehrungsschluessel;LBP;Lebanese Pound
ST_Waehrungsschluessel;LKR;Sri Lanka Rupee
ST_Waehrungsschluessel;LRD;Liberian Dollar
ST_Waehrungsschluessel;LSL;Lesotho Loti
ST_Waehrungsschluessel;LTL;Lithuanian Litas
ST_Waehrungsschluessel;LUF;Luxemburger Franc
ST_Waehrungsschluessel;LVL;Latvian Lats
ST_Waehrungsschluessel;LYD;Libyscher Dinar
ST_Waehrungsschluessel;MAD;Moroccan Dirham
ST_Waehrungsschluessel;MGF;Malagasy Franc
ST_Waehrungsschluessel;MMK;Myanmar Kyat
ST_Waehrungsschluessel;MNT;Mongolian Tugrik
ST_Waehrungsschluessel;MOP;Macau Pataca
ST_Waehrungsschluessel;MRO;Mauritanian Ouguiya
ST_Waehrungsschluessel;MTL;Maltese Lira
ST_Waehrungsschluessel;MUR;Mauritius Rupee
ST_Waehrungsschluessel;MVR;Maldive Rufiyaa
ST_Waehrungsschluessel;MWK;Malawi Kwacha
ST_Waehrungsschluessel;MXP;Mexikanischer Peso
ST_Waehrungsschluessel;MYR;Malaysian Ringgit
ST_Waehrungsschluessel;MZM;Mozambique Metical
ST_Waehrungsschluessel;NAD;Namibia Dollar
ST_Waehrungsschluessel;NGN;Nigerian Naira
ST_Waehrungsschluessel;NIO;Nicaraguan Cordoba Oro
ST_Waehrungsschluessel;NLG;Niederlaendischer Guilder
ST_Waehrungsschluessel;NOK;Norwegische Krone
ST_Waehrungsschluessel;NPR;Nepalese Rupee
ST_Waehrungsschluessel;NZD;Neu Sealaendischer Dollar
ST_Waehrungsschluessel;OMR;Omani Rial
ST_Waehrungsschluessel;PAB;Panamanian Balboa
ST_Waehrungsschluessel;PEN;Peruvian Nuevo Sol
ST_Waehrungsschluessel;PGK;Papua New Guinea Kina
ST_Waehrungsschluessel;PHP;Philippinischer Peso
ST_Waehrungsschluessel;PKR;Pakistan Rupee
ST_Waehrungsschluessel;PLZ;Polnischer Zloty
ST_Waehrungsschluessel;PTE;Portugisiescher Escudo
ST_Waehrungsschluessel;PYG;Paraguay Guarani
ST_Waehrungsschluessel;QAR;Qatari Rial
ST_Waehrungsschluessel;ROL;Rumaenischer Leu
ST_Waehrungsschluessel;RUB;Russischer Rubel
ST_Waehrungsschluessel;SAR;Saudi Riyal
ST_Waehrungsschluessel;SBD;Solomon Islands Dollar
ST_Waehrungsschluessel;SCR;Seychelles Rupee
ST_Waehrungsschluessel;SDD;Sudanese Dinar
ST_Waehrungsschluessel;SDP;Sudanese Pound
ST_Waehrungsschluessel;SEK;Schwedische Krone
ST_Waehrungsschluessel;SGD;Singapore Dollar
ST_Waehrungsschluessel;SHP;St. Helena Pound
ST_Waehrungsschluessel;SIT;Sloveniischer Tolar
ST_Waehrungsschluessel;SKK;Slovak Koruna
ST_Waehrungsschluessel;SLL;Sierra Leone Leone
ST_Waehrungsschluessel;SOS;Somali Shilling
ST_Waehrungsschluessel;SRG;Suriname Guilder
ST_Waehrungsschluessel;STD;Sao Tome/Principe Dobra
ST_Waehrungsschluessel;SVC;El Salvador Colon
ST_Waehrungsschluessel;SYP;Syrian Pound
ST_Waehrungsschluessel;SZL;Swaziland Lilangeni
ST_Waehrungsschluessel;THB;Thai Baht
ST_Waehrungsschluessel;TND;Tunisian Dinar
ST_Waehrungsschluessel;TOP;Tongan Pa"anga
ST_Waehrungsschluessel;TRL;Tuerkische Lira
ST_Waehrungsschluessel;TTD;Trinidad/Tobago Dollar
ST_Waehrungsschluessel;TWD;Taiwan Dollar
ST_Waehrungsschluessel;TZS;Tanzanian Shilling
ST_Waehrungsschluessel;UAH;Ukraine Hryvnia
ST_Waehrungsschluessel;UGS;Uganda Shilling
ST_Waehrungsschluessel;USD;US Dollar
ST_Waehrungsschluessel;UYP;Uruguayan Peso
ST_Waehrungsschluessel;VEB;Venezuelan Bolivar
ST_Waehrungsschluessel;VND;Vietnamese Dong
ST_Waehrungsschluessel;VUV;Vanuatu Vatu
ST_Waehrungsschluessel;WST;Samoan Tala
ST_Waehrungsschluessel;XAF;CFA Franc BEAC
ST_Waehrungsschluessel;XAG;Silver (oz.)
ST_Waehrungsschluessel;XAU;Gold (oz.)
ST_Waehrungsschluessel;XEU;ECU
ST_Waehrungsschluessel;XOF;CFA Franc BCEAO
ST_Waehrungsschluessel;XPD;Palladium (oz.)
ST_Waehrungsschluessel;XPT;Platinum (oz.)
ST_Waehrungsschluessel;YUN;Yugoslav Dinar
ST_Waehrungsschluessel;ZAR;South African Rand
ST_Waehrungsschluessel;ZMK;Zambian Kwacha
ST_Waehrungsschluessel;ZWD;Zimbabwe Dollar
ST_Wartezeiterlass;0;nein
ST_Wartezeiterlass;1;Übertritt aus GKV
ST_Wartezeiterlass;2;ärztliche Untersuchung
ST_Wartezeiterlass;3;Kindernachversicherung
ST_Wartezeiterlass;4;Ehegattennachversicherung
ST_Wartezeiterlass;5;Befreiungsversicherung
ST_Wartezeiterlass;9;Sonstiges
ST_Wasserart;01;Kaltwasser
ST_Wasserart;02;Warmwasser
ST_Wasserart;03;Heizungswasser
ST_Wasserart;04;Abwasser
ST_Wasserart;05;Regenwasser
ST_Wasserart;99;Sonstiges
ST_Wasserfahrzeugtyp;01;Motorboote und Motorsegler (Ein Motorboot ist ein von einem oder mehreren Verbrennungsmotoren oder Elektromotoren angetriebenes Wasserfahrzeug. Motorsegelschiffe, meistens kurz als Motorsegler oder Fifty-Fifty bezeichnet, sind Yachten, die sowohl mit Segeln als auch unter Motor zufriedenstellend angetrieben werden.)
ST_Wasserfahrzeugtyp;02;Motor-Wasserfahrzeug (Ein Motor-Wasserfahrzeug ist ein von einem oder mehreren Verbrennungsmotoren oder Elektromotoren angetriebenes Wasserfahrzeug, welches z.B. als Fahrgastschiffe und Fährboote der Binnen Schifffahrt, Wattfahrt und kleinen Küstenfahrt genutzt wird.)
ST_Wasserfahrzeugtyp;03;Dampf- oder Motorgüterschiff (Ein Motor-Wasserfahrzeug ist ein von einem oder mehreren Verbrennungsmotoren oder Elektromotoren angetriebenes Wasserfahrzeug, welches vorrangig zum Gütertransport genutzt wird. Nicht dazu gehören Tankschiffe.)
ST_Wasserfahrzeugtyp;04;Tankschiff (Ein Tankschiff, oder kurz Tanker, ist ein Schiff zum Transport von flüssigen Stoffen, wie Wasser, Rohöl, Ölen, Kraftstoffen, Flüssiggas oder petrochemischen Erzeugnissen.)
ST_Wasserfahrzeugtyp;05;Schlepper (Schlepper, auch Schleppschiffe genannt,sind Schiffe mit leistungsstarker Antriebsanlage, die zum Ziehen und Schieben anderer Schiffe oder großer schwimmfähiger Objekte eingesetzt werden.)
ST_Wasserfahrzeugtyp;06;Schleppkahn (Ein Schleppkahn (oder auch Schute) ist ein Schiff ohne eigenen Antrieb, mit dem Frachtgut auf Flüssen und Kanälen transportiert werden.)
ST_Wasserfahrzeugtyp;07;Schubboot (Als Schubboot, umgangssprachlich auch Schuber / Schieber, bezeichnet man ein schiebendes Schiff in der Binnenschifffahrt, welches selbst keine Ladung befördert und ein oder mehrere Schubleichter schiebt. Die sog. Schubleichter gehören zu der gleichen Klasse/Ausprägung wie Schubboote.)
